1289	HIF1A	dna
1290	TUBA1C	rna
1291	TUBA1C	dna
1292	TRPM7	rna
1293	TRPM7	dna
1294	BTRC	rna
1295	BTRC	dna
1296	CD38	rna
1297	CD38	dna
1298	B2M	rna
1299	B2M	dna
1300	GK	rna
1301	GK	dna
1302	YWHAB	rna
1303	YWHAB	dna
1304	RPL37A	rna
1305	RPL37A	dna
1306	MAPK8IP2	rna
1307	MAPK8IP2	dna
1308	TAF15	rna
1309	TAF15	dna
1310	GRIN2B	rna
1311	GRIN2B	dna
1312	NDUFA4	rna
1313	NDUFA4	dna
1314	CASP8	rna
1315	CASP8	dna
1316	PRKAR2B	rna
1317	PRKAR2B	dna
1318	CAMKK2	rna
1319	CAMKK2	dna
1320	EXOC2	rna
1321	EXOC2	dna
1322	RPS3A	rna
1323	RPS3A	dna
1324	BUD31	rna
1325	BUD31	dna
1326	CTLA4	rna
1327	CTLA4	dna
1328	NUP42	rna
1329	NUP42	dna
1330	CCR4	rna
1331	CCR4	dna
1332	IARS2	rna
1333	IARS2	dna
1334	LRP2	rna
1335	LRP2	dna
1336	EIF4E	rna
1337	EIF4E	dna
1338	PWP2	rna
1339	PWP2	dna
1340	CREB1	rna
1341	CREB1	dna
1342	XRCC5	rna
1343	XRCC5	dna
1344	ATG101	rna
1345	ATG101	dna
1346	CDKN1A	rna
1347	CDKN1A	dna
1348	ARPC4	rna
1349	ARPC4	dna
1350	DAXX	rna
1351	DAXX	dna
1352	LIFR	rna
1353	LIFR	dna
1354	DNA2	rna
1355	DNA2	dna
1356	KIT	rna
1357	KIT	dna
1358	FANCG	rna
1359	FANCG	dna
1360	THOC7	rna
1361	THOC7	dna
1362	SART1	rna
1363	SART1	dna
1364	SLC9A3R1	rna
1365	SLC9A3R1	dna
1366	SIPA1L1	rna
1367	SIPA1L1	dna
1368	POLR2I	rna
1369	POLR2I	dna
1370	VAMP3	rna
1371	VAMP3	dna
1372	ENO1	rna
1373	ENO1	dna
1374	PPP1R12C	rna
1375	PPP1R12C	dna
1376	PDCL	rna
1377	PDCL	dna
1378	LPAR6	rna
1379	LPAR6	dna
1380	BACE1	rna
1381	BACE1	dna
1382	VRK3	rna
1383	VRK3	dna
1384	CSNK2B	rna
1385	CSNK2B	dna
1386	TGFBR3	rna
1387	TGFBR3	dna
1388	NADK	rna
1389	NADK	dna
1390	REV1	rna
1391	REV1	dna
1392	SORL1	rna
1393	SORL1	dna
1394	UBE2T	rna
1395	UBE2T	dna
1396	SAMHD1	rna
1397	SAMHD1	dna
1398	PTGER4	rna
1399	PTGER4	dna
1400	CUL7	rna
1401	CUL7	dna
1402	MAFB	rna
1403	MAFB	dna
1404	BRCA1	rna
1405	BRCA1	dna
1406	EFNB2	rna
1407	EFNB2	dna
1408	RANBP1	rna
1409	RANBP1	dna
1410	PSMD1	rna
1411	PSMD1	dna
1412	YME1L1	rna
1413	YME1L1	dna
1414	ASIC4	rna
1415	ASIC4	dna
1416	PSMA1	rna
1417	PSMA1	dna
1418	OS9	rna
1419	OS9	dna
1420	MAP3K14	rna
1421	MAP3K14	dna
1422	EPN3	rna
1423	EPN3	dna
1424	NQO1	rna
1425	NQO1	dna
1426	ECH1	rna
1427	ECH1	dna
1428	SCLY	rna
1429	SCLY	dna
1430	MIR10B	rna
1431	MIR10B	dna
1432	GNAI3	rna
1433	GNAI3	dna
1434	MCM2	rna
1435	MCM2	dna
1436	COLGALT2	rna
1437	COLGALT2	dna
1438	SLC9A1	rna
1439	SLC9A1	dna
1440	PDHB	rna
1441	PDHB	dna
1442	PEX1	rna
1443	PEX1	dna
1444	CA4	rna
1445	CA4	dna
1446	PPM1B	rna
1447	PPM1B	dna
1448	ABCD1	rna
1449	ABCD1	dna
1450	ARRB1	rna
1451	ARRB1	dna
1452	PRPF19	rna
1453	PRPF19	dna
1454	LAMP1	rna
1455	LAMP1	dna
1456	GBP1	rna
1457	GBP1	dna
1458	SF3A1	rna
1459	SF3A1	dna
1460	TAB1	rna
1461	TAB1	dna
1462	VCP	rna
1463	VCP	dna
1464	RPL6	rna
1465	RPL6	dna
1466	SYCP3	rna
1467	SYCP3	dna
1468	MYH11	rna
1469	MYH11	dna
1470	DDIT3	rna
1471	DDIT3	dna
1472	GSK3B	rna
1473	GSK3B	dna
1474	PHF1	rna
1475	PHF1	dna
1476	STX3	rna
1477	STX3	dna
1478	HADHB	rna
1479	HADHB	dna
1480	TP53	rna
1481	TP53	dna
1482	REL	rna
1483	REL	dna
1484	MIRLET7E	rna
1485	MIRLET7E	dna
1486	MED17	rna
1487	MED17	dna
1488	MAPK1	rna
1489	MAPK1	dna
1490	PSMB2	rna
1491	PSMB2	dna
1492	CERS6	rna
1493	CERS6	dna
1494	GNL3	rna
1495	GNL3	dna
1496	MAPK8IP3	rna
1497	MAPK8IP3	dna
1498	FHIT	rna
1499	FHIT	dna
1500	EWSR1	rna
1501	EWSR1	dna
1502	SMARCAD1	rna
1503	SMARCAD1	dna
1504	MIR15B	rna
1505	MIR15B	dna
1506	SPTBN4	rna
1507	SPTBN4	dna
1508	SYVN1	rna
1509	SYVN1	dna
1510	APOA1	rna
1511	APOA1	dna
1512	GPC4	rna
1513	GPC4	dna
1514	EDA2R	rna
1515	EDA2R	dna
1516	BRD4	rna
1517	BRD4	dna
1518	PTGS2	rna
1519	PTGS2	dna
1520	C1QB	rna
1521	C1QB	dna
1522	RAB35	rna
1523	RAB35	dna
1524	HGS	rna
1525	HGS	dna
1526	SNW1	rna
1527	SNW1	dna
1528	CUL3	rna
1529	CUL3	dna
1530	CTNNB1	rna
1531	CTNNB1	dna
1532	PEX19	rna
1533	PEX19	dna
1534	HDAC2	rna
1535	HDAC2	dna
1536	SLC9A6	rna
1537	SLC9A6	dna
1538	MAF	rna
1539	MAF	dna
1540	FRS2	rna
1541	FRS2	dna
1542	HNF4G	rna
1543	HNF4G	dna
1544	HUWE1	rna
1545	HUWE1	dna
1546	MIR199A1	rna
1547	MIR199A1	dna
1548	HSPA5	rna
1549	HSPA5	dna
1550	CCR3	rna
1551	CCR3	dna
1552	EP300	rna
1553	EP300	dna
1554	PPP1R15A	rna
1555	PPP1R15A	dna
1556	DAPK1	rna
1557	DAPK1	dna
1558	PDIA3	rna
1559	PDIA3	dna
1560	SLC15A1	rna
1561	SLC15A1	dna
1562	PPIF	rna
1563	PPIF	dna
1564	REXO2	rna
1565	REXO2	dna
1566	EDAR	rna
1567	EDAR	dna
1568	ATP6V1B1	rna
1569	ATP6V1B1	dna
1570	VDAC3	rna
1571	VDAC3	dna
1572	PAFAH1B1	rna
1573	PAFAH1B1	dna
1574	KSR1	rna
1575	KSR1	dna
1576	RFC5	rna
1577	RFC5	dna
1578	CUL4A	rna
1579	CUL4A	dna
1580	PTPN1	rna
1581	PTPN1	dna
1582	ITGA4	rna
1583	ITGA4	dna
1584	OSM	rna
1585	OSM	dna
1586	BECN1	rna
1587	BECN1	dna
1588	CDC25C	rna
1589	CDC25C	dna
1590	MRPL10	rna
1591	MRPL10	dna
1592	MIR9-2	rna
1593	MIR9-2	dna
1594	UBE4B	rna
1595	UBE4B	dna
1596	RFC4	rna
1597	RFC4	dna
1598	TBXA2R	rna
1599	TBXA2R	dna
1600	DAAM2	rna
1601	DAAM2	dna
1602	DGUOK	rna
1603	DGUOK	dna
1604	PIAS2	rna
1605	PIAS2	dna
1606	MRPL23	rna
1607	MRPL23	dna
1608	RXYLT1	rna
1609	RXYLT1	dna
1610	IL12B	rna
1611	IL12B	dna
1612	CPSF2	rna
1613	CPSF2	dna
1614	DDIT4	rna
1615	DDIT4	dna
1616	COX5A	rna
1617	COX5A	dna
1618	RFC1	rna
1619	RFC1	dna
1620	BIN1	rna
1621	BIN1	dna
1622	ATP1B1	rna
1623	ATP1B1	dna
1624	PAN2	rna
1625	PAN2	dna
1626	ATP13A2	rna
1627	ATP13A2	dna
1628	GLI1	rna
1629	GLI1	dna
1630	COX17	rna
1631	COX17	dna
1632	TPSB2	rna
1633	TPSB2	dna
1634	HNRNPA1	rna
1635	HNRNPA1	dna
1636	SYMPK	rna
1637	SYMPK	dna
1638	PYCARD	rna
1639	PYCARD	dna
1640	GRK2	rna
1641	GRK2	dna
1642	THBS3	rna
1643	THBS3	dna
1644	MRPL2	rna
1645	MRPL2	dna
1646	SIRT2	rna
1647	SIRT2	dna
1648	TAF12	rna
1649	TAF12	dna
1650	FXYD1	rna
1651	FXYD1	dna
1652	SERPINB13	rna
1653	SERPINB13	dna
1654	FOXM1	rna
1655	FOXM1	dna
1656	MTOR	rna
1657	MTOR	dna
1658	HSP90AA1	rna
1659	HSP90AA1	dna
1660	RAF1	rna
1661	RAF1	dna
1662	DDX42	rna
1663	DDX42	dna
1664	CDC37	rna
1665	CDC37	dna
1666	NFYC	rna
1667	NFYC	dna
1668	RPTOR	rna
1669	RPTOR	dna
1670	HERC2	rna
1671	HERC2	dna
1672	HSPA8	rna
1673	HSPA8	dna
1674	IFI16	rna
1675	IFI16	dna
1676	NXF2	rna
1677	NXF2	dna
1678	FUT1	rna
1679	FUT1	dna
1680	PARK7	rna
1681	PARK7	dna
1682	PSMA4	rna
1683	PSMA4	dna
1684	ATF2	rna
1685	ATF2	dna
1686	ACTR2	rna
1687	ACTR2	dna
1688	PSMD11	rna
1689	PSMD11	dna
1690	RPA1	rna
1691	RPA1	dna
1692	MDM2	rna
1693	MDM2	dna
1694	GTSE1	rna
1695	GTSE1	dna
1696	MECP2	rna
1697	MECP2	dna
1698	CREBBP	rna
1699	CREBBP	dna
1700	PTPN11	rna
1701	PTPN11	dna
1702	PAFAH1B3	rna
1703	PAFAH1B3	dna
1704	PAICS	rna
1705	PAICS	dna
1706	NCL	rna
1707	NCL	dna
1708	DNAJB6	rna
1709	DNAJB6	dna
1710	SMC3	rna
1711	SMC3	dna
1712	THOC2	rna
1713	THOC2	dna
1714	EMD	rna
1715	EMD	dna
1716	RPL7	rna
1717	RPL7	dna
1718	RAG1	rna
1719	RAG1	dna
1720	BIRC6	rna
1721	BIRC6	dna
1722	MED4	rna
1723	MED4	dna
1724	RHOC	rna
1725	RHOC	dna
1726	FN1	rna
1727	FN1	dna
1728	KMT2E	rna
1729	KMT2E	dna
1730	EPOR	rna
1731	EPOR	dna
1732	FARS2	rna
1733	FARS2	dna
1734	MIR7-2	rna
1735	MIR7-2	dna
1736	MAP3K12	rna
1737	MAP3K12	dna
1738	RPL10	rna
1739	RPL10	dna
1740	ATXN1L	rna
1741	ATXN1L	dna
1742	NRP1	rna
1743	NRP1	dna
1744	SH3GLB1	rna
1745	SH3GLB1	dna
1746	SYNPO	rna
1747	SYNPO	dna
1748	UNG	rna
1749	UNG	dna
1750	ACKR3	rna
1751	ACKR3	dna
1752	FOXO1	rna
1753	FOXO1	dna
1754	BRCC3	rna
1755	BRCC3	dna
1756	SFN	rna
1757	SFN	dna
1758	LYPLA2	rna
1759	LYPLA2	dna
1760	COX4I1	rna
1761	COX4I1	dna
1762	HOGA1	rna
1763	HOGA1	dna
1764	RPL5	rna
1765	RPL5	dna
1766	MUS81	rna
1767	MUS81	dna
1768	MPV17	rna
1769	MPV17	dna
1770	TAF3	rna
1771	TAF3	dna
1772	PRKAR1A	rna
1773	PRKAR1A	dna
1774	BAX	rna
1775	BAX	dna
1776	ESPL1	rna
1777	ESPL1	dna
1778	NUP98	rna
1779	NUP98	dna
1780	CPSF1	rna
1781	CPSF1	dna
1782	MIRLET7G	rna
1783	MIRLET7G	dna
1784	CEP164	rna
1785	CEP164	dna
1786	RPL13	rna
1787	RPL13	dna
1788	ACO2	rna
1789	ACO2	dna
1790	PAIP1	rna
1791	PAIP1	dna
1792	MRPL4	rna
1793	MRPL4	dna
1794	CAPN2	rna
1795	CAPN2	dna
1796	MVD	rna
1797	MVD	dna
1798	PSMB1	rna
1799	PSMB1	dna
1800	CAPZB	rna
1801	CAPZB	dna
1802	FES	rna
1803	FES	dna
1804	SCP2	rna
1805	SCP2	dna
1806	TAB2	rna
1807	TAB2	dna
1808	IDH1	rna
1809	IDH1	dna
1810	CD44	rna
1811	CD44	dna
1812	SH3BP2	rna
1813	SH3BP2	dna
1814	REXO1	rna
1815	REXO1	dna
1816	SPTA1	rna
1817	SPTA1	dna
1818	GNG5	rna
1819	GNG5	dna
1820	ANAPC4	rna
1821	ANAPC4	dna
1822	SMARCE1	rna
1823	SMARCE1	dna
1824	IL23A	rna
1825	IL23A	dna
1826	RPS6KA2	rna
1827	RPS6KA2	dna
1828	PLK1	rna
1829	PLK1	dna
1830	IKBKG	rna
1831	IKBKG	dna
1832	CSNK2A1	rna
1833	CSNK2A1	dna
1834	DCAF1	rna
1835	DCAF1	dna
1836	IPPK	rna
1837	IPPK	dna
1838	SKAP1	rna
1839	SKAP1	dna
1840	STX8	rna
1841	STX8	dna
1842	MANBA	rna
1843	MANBA	dna
1844	PSME3	rna
1845	PSME3	dna
1846	TP63	rna
1847	TP63	dna
1848	MYLK2	rna
1849	MYLK2	dna
1850	ARHGEF1	rna
1851	ARHGEF1	dna
1852	EIF3F	rna
1853	EIF3F	dna
1854	FBXL2	rna
1855	FBXL2	dna
1856	SMAD4	rna
1857	SMAD4	dna
1858	PPP1R12A	rna
1859	PPP1R12A	dna
1860	GZMA	rna
1861	GZMA	dna
1862	NR3C2	rna
1863	NR3C2	dna
