310	160	physical_association
160	419	physical_association
422	60	physical_association
422	394	physical_association
394	309	physical_association
394	180	physical_association
275	393	physical_association
393	137	physical_association
197	238	physical_association
197	498	physical_association
197	493	physical_association
320	100	colocalization
321	121	colocalization
50	133	direct_interaction
50	487	physical_association
487	386	physical_association
109	16	physical_association
360	36	direct_interaction
360	305	physical_association
360	605	physical_association
360	207	colocalization
360	43	physical_association
360	405	association
360	143	physical_association
360	309	colocalization
43	447	colocalization
429	162	physical_association
429	130	direct_interaction
130	228	direct_interaction
590	135	physical_association
5	403	colocalization
5	292	direct_interaction
5	406	physical_association
5	1	physical_association
5	252	colocalization
5	404	colocalization
5	41	colocalization
252	584	colocalization
332	332	direct_interaction
317	440	direct_interaction
584	591	colocalization
584	247	colocalization
615	14	physical_association
73	477	physical_association
597	359	physical_association
597	553	colocalization
597	285	direct_interaction
203	418	physical_association
409	362	direct_interaction
3	3	direct_interaction
122	427	direct_interaction
465	251	direct_interaction
451	458	physical_association
469	198	physical_association
346	191	physical_association
296	420	direct_interaction
618	93	physical_association
618	536	physical_association
618	164	direct_interaction
618	286	physical_association
331	350	physical_association
261	614	physical_association
490	345	direct_interaction
42	231	direct_interaction
42	298	physical_association
42	361	physical_association
508	384	direct_interaction
508	601	direct_interaction
508	534	physical_association
508	435	physical_association
435	137	physical_association
20	222	physical_association
608	217	colocalization
425	259	physical_association
228	311	physical_association
228	585	direct_interaction
548	226	physical_association
466	95	direct_interaction
144	174	physical_association
221	85	direct_interaction
249	51	physical_association
249	123	physical_association
329	140	direct_interaction
166	148	physical_association
113	407	physical_association
113	395	colocalization
113	563	physical_association
395	505	colocalization
246	355	direct_interaction
246	543	physical_association
246	127	physical_association
246	348	direct_interaction
509	372	colocalization
509	312	direct_interaction
382	617	physical_association
382	169	colocalization
219	557	direct_interaction
379	264	physical_association
379	606	physical_association
606	515	physical_association
567	338	physical_association
567	236	physical_association
567	318	physical_association
567	354	physical_association
387	530	physical_association
530	369	physical_association
348	489	direct_interaction
177	596	direct_interaction
112	196	physical_association
112	104	physical_association
220	544	physical_association
179	188	direct_interaction
434	579	physical_association
499	10	colocalization
552	552	association
560	558	physical_association
560	546	physical_association
44	619	direct_interaction
44	571	physical_association
505	366	physical_association
505	315	physical_association
505	457	physical_association
505	556	physical_association
505	426	physical_association
505	516	physical_association
505	156	physical_association
367	175	physical_association
175	279	physical_association
55	611	physical_association
96	473	colocalization
554	483	association
280	266	colocalization
602	616	direct_interaction
369	401	physical_association
570	500	direct_interaction
33	241	physical_association
265	410	physical_association
503	441	direct_interaction
67	97	physical_association
67	351	physical_association
134	8	colocalization
134	46	physical_association
134	54	physical_association
134	126	synthetic_genetic_interaction_defined_by_inequality
214	592	physical_association
214	561	colocalization
583	583	direct_interaction
199	504	physical_association
300	568	physical_association
300	389	physical_association
300	555	physical_association
568	566	physical_association
419	576	physical_association
447	227	colocalization
270	230	physical_association
146	537	physical_association
137	476	physical_association
137	572	colocalization
137	256	physical_association
446	532	physical_association
200	229	direct_interaction
436	107	physical_association
438	481	physical_association
115	88	physical_association
115	30	physical_association
376	242	physical_association
511	81	direct_interaction
511	155	physical_association
562	35	physical_association
45	48	physical_association
399	76	physical_association
399	442	physical_association
437	132	direct_interaction
437	303	direct_interaction
75	233	direct_interaction
495	529	colocalization
495	192	physical_association
495	501	physical_association
52	94	physical_association
58	352	colocalization
599	413	physical_association
153	53	physical_association
53	282	physical_association
49	612	colocalization
49	284	colocalization
322	142	physical_association
306	506	physical_association
86	176	direct_interaction
353	2	direct_interaction
353	150	direct_interaction
520	253	colocalization
520	215	colocalization
71	99	colocalization
71	263	physical_association
71	408	colocalization
12	299	colocalization
12	250	direct_interaction
588	588	association
282	313	direct_interaction
282	209	direct_interaction
282	531	physical_association
212	565	direct_interaction
212	83	direct_interaction
471	471	physical_association
287	368	physical_association
206	272	direct_interaction
